id,retweet_count,favorite_count
766313316352462849,1840,6649
766078092750233600,2557,0
766069199026450432,830,4134
766008592277377025,488,3673
765719909049503744,2110,7090
765669560888528897,1205,5083
765395769549590528,3311,26154
765371061932261376,2119,6920
765222098633691136,3307,11396
764857477905154048,1738,6321
764259802650378240,1470,5889
763956972077010945,53,749
763837565564780549,4040,12291
763183847194451968,1438,5267
763167063695355904,2929,0
763103485927849985,2252,7228
762699858130116608,3513,11870
762471784394268675,6243,10985
762464539388485633,4058,10080
762316489655476224,1084,4697
762035686371364864,15139,31140
761976711479193600,1950,5281
761750502866649088,3811,0
761745352076779520,841,4187
761672994376806400,28321,48320
761599872357261312,1161,4037
761371037149827077,17611,0
761334018830917632,1421,5075
761292947749015552,1059,4390
761227390836215808,1522,5218
761004547850530816,3386,11102
760893934457552897,945,3729
760656994973933572,1854,6438
760641137271070720,1263,4872
760539183865880579,3525,7402
760521673607086080,1362,4123
760290219849637889,11174,26194
760252756032651264,847,3864
760190180481531904,1747,5567
760153949710192640,30,0
759943073749200896,2025,5807
759923798737051648,5485,14356
759846353224826880,1915,6581
759793422261743616,1851,5821
759557299618865152,1160,4573
759447681597108224,2397,8299
759446261539934208,471,1637
759197388317847553,1894,5948
759159934323924993,1128,0
759099523532779520,4043,14186
759047813560868866,1948,6333
758854675097526272,878,3467
758828659922702336,3751,10954
